Evaluation : N=500, type=short
ZERO	5.05323	1.09938	1.13789	1.12542	1.14184	1.04432	1.0461	1.04576	1.04617	1.04622	1.04584	1.04521	1.08501	1.11208	1.13167	1.09026

COPY_ij	5.73166	1.11632	1.15052	1.11389	1.08358	1.08009	1.06418	1.0587	1.05635	1.05072	1.04602	1.04568	1.04594	4.70871	1.04863	1.0487

COPY_ji	3.44884	3.39689	4.64398	3.76126	3.58302	3.45984	3.37825	4.2518	3.37189	4.6323	3.3841	3.35366	3.34725	3.49134	3.36979	3.3475

ADD_ij	1.36226	1.36318	1.46837	1.55954	1.41981	1.43955	1.42768	1.41631	1.41168	1.39871	1.40629	5.12776	1.46863	1.41638	1.40403	1.41956

ADD_ji	2.7815	2.95036	3.89992	2.61403	3.48661	3.37098	3.40439	4.19952	3.57299	5.17028	4.06043	3.50858	3.89692	2.69948	2.36639	2.39006

PS	3.24002	1.55833	1.45522	1.36603	1.36349	1.35576	1.37477	1.37822	1.35855	1.35912	5.32448	1.28498	1.27326	1.27363	1.27685	1.27461

MM_ijk	2.2665	2.09562	2.11048	1.98113	2.13954	2.14843	1.96702	2.01083	1.9882	1.96878	2.03286	1.99244	1.94769	1.95533	1.95614	1.94312

MM_ikj	1.91419	1.92808	2.03973	1.84876	1.91535	1.87591	1.93921	1.90825	1.98832	1.89937	1.95304	2.25151	1.90805	1.87331	1.931	1.97213

MM_B_ijk	1.57545	1.5546	1.70323	1.81579	1.6051	1.57884	1.75744	1.73268	1.75812	1.66302	1.78726	2.35733	2.13403	1.6911	1.60742	1.5986

