Evaluation : N=1000, type=int
ZERO	2.45086	0.418177	0.386498	0.389103	0.429418	0.507527	0.448015	0.45557	0.447599	0.444211	0.536887	0.490289	0.483612	0.493433	0.540945	0.579755

COPY_ij	4.27786	1.29546	1.17286	1.60745	1.87152	2.12418	2.16931	1.68764	1.07957	0.73382	0.518506	0.468339	0.456425	0.437597	0.438919	0.443694

COPY_ji	3.96064	4.13602	4.16033	3.5257	3.97496	4.3113	4.58581	4.02957	3.72453	4.04508	3.67076	3.2145	3.18744	4.56887	3.22469	3.03019

ADD_ij	1.25133	1.31388	1.51311	1.82228	2.93814	2.75777	2.22002	2.85613	2.59288	2.55113	1.98491	1.77676	1.69721	1.67301	3.25016	2.42004

ADD_ji	4.23175	4.30599	3.83376	4.88685	4.75973	4.40278	3.72314	4.24208	4.37384	3.3722	3.89107	3.80945	3.26959	3.32517	3.9901	5.02179

PS	2.93054	1.89769	1.94346	1.91018	1.90141	2.17175	1.63203	1.52491	1.54763	1.71753	2.08134	1.60732	1.50086	1.49516	1.51486	1.48883

MM_ijk	1.80857	1.74994	1.83777	1.99849	1.97905	1.98237	1.73429	1.97524	2.09757	2.24313	2.13769	2.24668	1.77356	1.69502	1.78644	1.71168

MM_ikj	0.968377	0.854541	0.999121	0.979978	0.828149	0.781831	0.782305	0.801991	1.07993	0.884086	0.972803	0.995792	0.864096	0.855981	0.813377	0.842074

MM_B_ijk	1.72578	1.89437	1.92919	1.92159	1.81895	1.83583	1.82097	1.77643	1.85725	1.64927	1.8785	1.70042	1.68804	1.62608	1.90872	1.61864

