Evaluation : N=500, type=char
ZERO	8.31454	6.77153	6.54169	6.57448	6.7303	6.52031	6.58576	6.76777	6.87824	6.7996	6.5908	6.62443	6.62002	6.90703	6.8019	7.01503

COPY_ij	10.3164	7.73878	7.91936	7.85785	7.22887	7.38232	7.16191	7.14942	7.28942	7.12394	7.5829	7.32354	7.42355	7.52318	7.70904	7.25619

COPY_ji	7.21821	7.20097	7.46266	7.2906	7.0621	10.473	10.544	8.20178	8.0973	8.69324	7.67072	8.18863	8.29815	7.59185	7.13066	8.6015

ADD_ij	8.74552	8.57411	11.9205	10.8744	8.3127	8.24328	8.34732	8.57888	9.55917	14.5487	14.561	13.3742	12.1073	9.24729	9.02154	9.19118

ADD_ji	11.9515	10.2831	9.22262	9.21821	9.45652	9.32977	9.23018	9.62208	9.67479	13.5821	16.4701	12.6372	10.283	12.9019	13.5416	10.6196

PS	7.45499	6.53806	6.40896	6.39963	6.40535	6.41985	6.40608	6.47653	6.47613	6.59859	6.41628	6.42946	6.43576	6.5976	6.83805	8.14996

MM_ijk	8.32484	8.17057	7.84235	8.75605	7.80757	7.74989	7.43314	7.35833	7.40521	7.6605	7.41749	7.50533	7.46949	7.55424	7.5017	7.63714

MM_ikj	9.57926	9.22418	9.58225	12.137	10.8727	9.40121	10.0007	10.2909	9.23183	9.1503	9.29557	9.71038	9.30502	9.16652	9.37334	9.56399

MM_B_ijk	12.4375	12.461	12.4252	12.4061	12.971	12.955	13.8543	12.4596	14.1711	14.1032	16.1313	16.5928	14.6522	13.6168	15.0361	16.5552

