Evaluation : N=100, type=float
ZERO	6.0455	0.2252	0.2297	0.2309	0.2282	0.2272	0.2284	0.2276	0.2281	0.2288	0.2309	0.2292	0.2315	0.23	0.2299	0.2258

COPY_ij	9.0188	0.2298	0.2199	0.2201	0.2196	0.2188	0.2193	0.2178	0.2197	0.2193	0.2202	0.2176	0.2187	0.2196	0.2188	0.2189

COPY_ji	0.3475	0.3055	0.3055	0.3081	0.3049	0.3079	0.3067	0.2996	0.3023	0.2964	0.2969	0.3006	0.3039	0.3014	0.304	0.2957

ADD_ij	0.4159	0.4007	0.4005	0.3983	0.3989	0.3951	0.3969	0.3947	0.3973	0.3977	0.3953	0.398	0.3957	0.3975	0.3959	0.3977

ADD_ji	0.4108	0.4	0.4004	0.3962	0.3969	0.3953	0.4005	0.3965	0.3987	0.4002	0.4007	0.4001	0.3979	0.3983	0.3975	0.3969

PS	6.0443	3.5054	3.5149	3.5058	3.5127	3.5098	3.508	3.5139	3.5054	3.5149	3.506	3.5125	3.51	3.508	3.5137	3.5052

MM_ijk	2.52156	2.45142	2.49591	2.51462	2.50781	2.46335	2.5586	2.43002	2.43077	2.45006	2.43081	2.43088	2.43301	2.47457	2.43027	2.43119

MM_ikj	0.311301	0.303094	0.302838	0.303022	0.303054	0.303208	0.304089	0.304037	0.304347	0.340045	0.305142	0.431961	0.304626	0.304473	0.304365	0.304057

MM_B_ijk	1.61394	1.61215	1.6182	1.6157	1.65459	1.69837	1.86776	1.65058	1.63193	1.82336	1.61654	1.61109	1.61091	1.61118	1.61084	1.64328

