Evaluation : N=100, type=int
ZERO	8.3121	1.7735	1.7836	1.7729	1.7795	1.7763	1.7652	1.7694	1.7686	1.7713	1.7666	1.7642	1.7663	1.7854	1.7777	1.7668

COPY_ij	12.2631	1.9382	1.9936	1.9761	1.9814	2.0031	2.0417	2.0052	1.9442	1.9585	1.9608	2.0098	1.9692	1.9563	1.9559	1.9589

COPY_ji	2.2695	2.2209	2.1625	2.215	2.3491	2.3785	2.6253	2.6446	2.372	1.4537	1.4505	1.4548	1.4639	1.4552	1.453	1.4531

ADD_ij	1.5688	1.557	1.5545	1.5558	1.5606	1.5584	1.554	1.5537	1.5565	1.5584	1.5578	1.555	1.5533	1.5576	1.5596	1.5567

ADD_ji	1.5761	1.56	1.5632	1.5614	1.5583	1.5594	1.561	1.5636	1.5606	1.5596	1.5578	1.5604	1.5639	1.5612	1.5582	1.5594

PS	4.5769	1.2724	1.2741	1.2644	1.2684	1.2628	1.2711	1.2702	1.2603	1.2725	1.2634	1.251	1.2745	1.2691	1.2702	1.2731

MM_ijk	1.93456	1.78659	1.75581	1.72586	1.72218	1.72621	1.72404	1.82167	1.72738	1.80832	2.37877	2.4801	2.3696	2.02278	1.80105	1.814

MM_ikj	2.14538	2.16948	2.0498	2.53201	2.18785	2.13172	2.11778	2.01885	2.07996	1.99846	2.17926	2.05816	2.24745	2.36582	2.11056	2.63456

MM_B_ijk	1.82624	2.1789	1.8258	1.66719	1.68093	1.61102	1.65556	1.56994	1.59439	1.75452	1.64936	1.58519	1.49666	1.53333	1.46485	1.4867

