Evaluation : N=100, type=short
ZERO	10.9584	6.3746	6.3617	6.373	6.3954	6.1339	6.014	6.0645	6.0937	6.0955	6.0883	6.0176	6.0495	6.0895	6.0681	6.0227

COPY_ij	12.4102	8.4133	8.408	8.4104	8.4106	22.7067	11.6045	11.2459	12.2125	12.9286	13.8116	12.0323	14.7485	14.2519	11.8729	12.7781

COPY_ji	12.2665	17.0346	12.456	12.8076	13.5392	13.4	13.3905	13.4272	12.5333	9.2805	9.0535	8.9774	9.1197	9.5903	9.9632	9.3372

ADD_ij	16.0944	21.1709	26.9228	18.3582	18.2993	19.6649	19.0171	20.4682	19.1281	19.9913	21.8848	21.2515	17.6696	20.1556	18.441	19.8813

ADD_ji	23.0664	23.1172	21.9259	21.5315	19.8783	19.706	15.6532	11.7145	12.1029	12.4615	14.2154	14.738	13.9555	13.747	12.6837	13.2624

PS	9.265	6.5211	6.7675	7.408	7.4978	6.6075	6.5126	6.5437	6.5734	6.5126	6.5532	6.6317	6.7249	6.5403	6.5894	6.4983

MM_ijk	13.9734	21.7668	9.32643	8.78197	10.5066	14.1726	14.7911	9.35413	9.30656	9.15841	9.60778	10.8966	8.72313	8.72365	8.80147	9.10402

MM_ikj	12.1387	12.0003	12.1093	12.4737	12.078	11.9954	12.1486	12.4752	11.9857	12.0765	12.3393	12.1807	12.9002	12.0479	12.3361	12.0822

MM_B_ijk	12.1464	12.328	17.7566	11.999	12.1046	12.6892	12.0215	12.0035	12.1118	12.5298	11.9795	12.0715	12.4164	12.1502	11.9775	12.0908

