Evaluation : N=100, type=float
ZERO	9.1514	2.0846	2.0744	1.9474	1.8709	1.8794	1.946	2.0227	2.1119	2.2513	1.904	1.9103	1.8915	1.8098	1.9819	1.9347

COPY_ij	14.3512	2.2576	2.2803	2.1707	2.3346	2.3807	2.0334	2.2231	2.1345	2.1571	2.1107	2.0451	2.0683	2.0964	2.1386	2.2743

COPY_ji	2.8531	2.4473	2.2973	2.3486	2.6349	2.5332	2.5124	2.7475	2.5511	2.5498	2.4264	2.5068	2.802	2.7096	2.5209	2.7168

ADD_ij	2.6158	2.8455	2.4955	2.6275	2.6542	2.7611	2.6428	3.0232	2.9423	2.714	2.6851	2.7375	2.6083	2.982	3.0039	2.6272

ADD_ji	3.0633	2.2002	2.753	2.5623	3.0635	2.9212	2.665	2.6731	2.5229	2.675	2.5786	2.6045	2.4912	2.5964	2.6694	2.374

PS	7.7143	3.5161	3.5061	3.5127	3.5096	3.5642	3.519	3.5567	3.5256	3.5541	3.5492	3.615	3.666	3.7086	3.679	3.5974

MM_ijk	3.78203	3.42912	2.82345	3.60265	3.73135	3.78502	4.00401	3.1962	3.11881	3.08432	2.74486	2.76668	2.92885	2.94119	3.22581	3.18814

MM_ikj	1.95215	1.95573	2.03616	1.97043	1.92575	1.9228	1.92383	1.99033	2.56783	2.11281	2.164	2.01598	2.00066	2.519	2.64924	3.26729

MM_B_ijk	2.97507	3.06719	2.86932	2.22558	1.62618	1.59854	1.59318	1.84545	1.92241	1.6015	2.21979	2.01519	2.26403	1.76213	1.74534	1.9746

