Evaluation : N=100, type=double
ZERO	11.3954	0.4614	0.4597	0.4609	0.4586	0.4528	0.457	0.456	0.456	0.454	0.456	0.4569	0.4561	0.4544	0.4545	0.4554

COPY_ij	19.1737	0.4757	0.4671	0.4551	0.4558	0.4581	0.4593	0.4615	0.4546	0.4569	0.4556	0.4561	0.4534	0.4535	0.458	0.454

COPY_ji	1.4722	1.2928	1.2818	1.2961	1.2726	1.2803	1.2818	1.2854	1.2874	1.2833	1.2813	1.2707	1.2588	1.2843	1.2714	1.2759

ADD_ij	0.8107	0.792	0.7916	0.7902	0.7906	0.7916	0.7924	0.7926	0.792	0.7894	0.7862	0.7867	0.7892	0.7914	0.789	0.7877

ADD_ji	0.7498	0.7359	0.7361	0.7317	0.7343	0.7454	0.7347	0.7362	0.7354	0.7341	0.7365	0.7345	0.7429	0.746	0.7353	0.7417

PS	9.2325	3.5054	3.5151	3.506	3.5129	3.5097	3.5082	3.5137	3.571	3.5157	3.5234	3.5129	3.5094	3.5086	3.5137	3.5058

MM_ijk	2.47802	2.79757	2.42601	2.37956	2.35576	2.37934	2.2621	2.34265	2.27119	2.2704	2.26989	2.29212	2.26138	2.26097	2.26113	2.28005

MM_ikj	0.700578	0.692484	0.78217	0.693923	0.693939	0.69399	0.693906	0.693933	0.693959	0.694028	0.6939	0.745533	0.736477	0.693195	0.692538	0.782418

MM_B_ijk	2.28796	1.77286	1.66348	1.65225	1.76301	1.54125	1.54072	1.54068	1.65032	1.54051	1.54041	1.54053	1.54044	1.54045	1.59651	1.54049

