Evaluation : N=1000, type=char
ZERO	1.52763	0.971652	0.971948	0.971941	0.971925	0.971937	0.971956	0.971969	0.971943	1.04942	1.08725	0.972835	0.971998	1.81327	1.10913	1.00035

COPY_ij	2.74164	1.00643	1.1931	0.99394	0.98892	0.978608	0.978221	0.977825	1.01292	0.977071	0.97796	0.978128	0.977845	0.977909	0.97863	0.97894

COPY_ji	3.63464	3.60894	3.60866	3.70809	3.68696	3.8358	4.20661	4.01563	3.94804	3.63584	3.63974	3.60691	3.71122	3.60874	3.60506	3.62809

ADD_ij	1.43543	1.34362	1.34133	1.34254	1.59892	1.34346	1.82842	1.70094	1.55513	1.47855	1.38835	1.61444	1.40181	1.3703	1.3438	1.33994

ADD_ji	3.37314	3.32629	3.3471	3.32788	3.40291	3.37836	3.66968	4.5345	4.14078	4.1419	4.07012	3.57089	3.41899	3.32897	3.32904	3.33979

PS	1.68417	1.58213	1.5236	1.66797	1.48886	1.48634	1.48715	1.49513	1.487	1.49749	1.55264	1.73291	1.85627	1.65892	1.66227	1.5775

MM_ijk	1.85737	1.8982	1.90709	1.81886	1.80294	1.80398	1.80585	1.80089	1.81924	1.83628	1.82876	1.82595	1.81138	1.80197	1.80453	1.79835

MM_ikj	1.83227	1.84732	1.81123	1.82617	1.84202	1.82648	1.98457	1.88419	1.99215	2.32431	1.99354	2.08403	2.01835	1.81928	1.90239	1.95304

MM_B_ijk	1.73364	2.49752	1.81563	1.81621	1.62406	1.60494	1.80021	1.74611	1.82082	1.76158	1.60317	1.55766	1.56216	1.86869	1.74219	1.67649

